EC / List No.,CAS No.,Name,Registration Type,Submission Type,Total Tonnage Band,Dossier ID,Link
200-843-6, ,carbon disulphide,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d95a8ea-643c-447d-e044-00144f67d249,Dossier
200-846-2,75-18-3,dimethyl sulphide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d80a85e-2678-3529-e044-00144f67d249,Dossier
200-848-3,75-20-7,calcium acetylide,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d8c151e-e2c2-15be-e044-00144f67d249,Dossier
200-848-3,75-20-7,calcium acetylide,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f7e1-63fd-e044-00144f67d031,Dossier
200-849-9,75-21-8,ethylene oxide,Full,Joint Submission,"1,000,000 + tonnes per annum",DISS-828df712-525d-186a-e044-00144fd73934,Dossier
200-849-9,75-21-8,ethylene oxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d89661c-8df9-6825-e044-00144f67d249,Dossier
200-849-9,75-21-8,ethylene oxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d9878b0-a256-720a-e044-00144f67d249,Dossier
200-849-9,75-21-8,ethylene oxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d9a52cf-2e1b-34aa-e044-00144f67d249,Dossier
200-849-9,75-21-8,ethylene oxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d9a75bb-a4b4-5194-e044-00144f67d249,Dossier
200-849-9,75-21-8,ethylene oxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c967b7-e026-40fe-e044-00144f67d031,Dossier
200-855-1,75-26-3,2-bromopropane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d800dfd-e8a8-242b-e044-00144f67d249,Dossier
200-855-1,75-26-3,2-bromopropane,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d806ff7-5ca8-034a-e044-00144f67d249,Dossier
200-855-1,75-26-3,2-bromopropane,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f72a-63fd-e044-00144f67d031,Dossier
200-857-2,75-28-5,isobutane,Full,Joint Submission,"1,000,000 - 10,000,000 tonnes per annum",DISS-9ebc08ee-dac1-5e73-e044-00144f67d031,Dossier
200-858-8,75-29-6,2-chloropropane,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d8ca736-2246-0b87-e044-00144f67d249,Dossier
200-858-8,75-29-6,2-chloropropane,Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c97649-cd67-4430-e044-00144f67d031,Dossier
200-860-9,75-31-0,isopropylamine,Full,Joint Submission,"10,000 + tonnes per annum",DISS-9d981e8f-1a24-2464-e044-00144f67d249,Dossier
200-860-9,75-31-0,isopropylamine,Intermediate,Joint Submission,Intermediate Use Only,DISS-e18edfe9-02e4-58ce-e044-00144f67d031,Dossier
200-861-4,75-33-2,propane-2-thiol,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9d9df075-6c38-23d9-e044-00144f67d249,Dossier
200-864-0,75-35-4,"1,1-dichloroethylene",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d893470-f4c5-4300-e044-00144f67d249,Dossier
200-865-6,75-36-5,acetyl chloride,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d8bcb72-6a1d-52c2-e044-00144f67d249,Dossier
200-866-1,75-37-6,"1,1-difluoroethane",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d80a4dd-674e-3325-e044-00144f67d249,Dossier
200-867-7,75-38-7,"1,1-difluoroethylene",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d9ac95e-709e-2729-e044-00144f67d249,Dossier
200-870-3,75-44-5,phosgene,Intermediate,Joint Submission,Intermediate Use Only,DISS-d38cef42-f9f2-49e7-e044-00144f67d249,Dossier
200-871-9,75-45-6,chlorodifluoromethane,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d8b737c-90d1-151b-e044-00144f67d249,Dossier
200-872-4,75-46-7,trifluoromethane,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e292-47ae-e044-00144f67d031,Dossier
200-875-0,75-50-3,trimethylamine,Full,Joint Submission,"10,000 + tonnes per annum",DISS-9d832516-b193-5ca5-e044-00144f67d249,Dossier
200-876-6,75-52-5,nitromethane,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b1bd62-1e9f-62b9-e044-00144f67d031,Dossier
200-877-1,75-54-7,dichloro(methyl)silane,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-a1358eb4-8122-0969-e044-00144f67d031,Dossier
200-878-7,75-55-8,2-methylaziridine,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d9776c0-3255-09e4-e044-00144f67d249,Dossier
200-879-2,"75-56-9,  ",methyloxirane,Full,Joint Submission,"1,000,000 + tonnes per annum",DISS-9d84891b-1f36-0270-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d8439e5-dabc-3ff0-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d87460c-6ec5-397d-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d874cb3-fd02-3d98-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d876818-fd21-4ea0-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d8a9a13-ccbf-6059-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d93499a-9090-73cc-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d993c63-cd93-3017-e044-00144f67d249,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c957d1-0e00-3e3b-e044-00144f67d031,Dossier
200-879-2,75-56-9,methyloxirane,Intermediate,Individual Submission,Intermediate Use Only,DISS-d38cf1a9-106c-4b41-e044-00144f67d249,Dossier
200-880-8,75-57-0,tetramethylammonium chloride,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e390-47ae-e044-00144f67d031,Dossier
200-880-8,75-57-0,tetramethylammonium chloride,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f839-63fd-e044-00144f67d031,Dossier
200-882-9,75-59-2,tetramethylammonium hydroxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcecf2cc-206d-4f67-e044-00144f67d031,Dossier
200-887-6,75-63-8,bromotrifluoromethane,Intermediate,Joint Submission,Intermediate Use Only,DISS-d6b19d98-2545-5456-e044-00144f67d031,Dossier
200-887-6,75-63-8,bromotrifluoromethane,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f757-63fd-e044-00144f67d031,Dossier
200-888-1,75-64-9,tert-butylamine,Full,Joint Submission,Tonnage Data Confidential,DISS-9d92cc79-a90a-0851-e044-00144f67d249,Dossier
200-889-7,75-65-0,2-methylpropan-2-ol,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d805cf7-5096-6923-e044-00144f67d249,Dossier
200-889-7,75-65-0,2-methylpropan-2-ol,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f762-63fd-e044-00144f67d031,Dossier
200-890-2,75-66-1,2-methylpropane-2-thiol,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d897fb1-7f77-03cd-e044-00144f67d249,Dossier
200-891-8,75-68-3,"1-chloro-1,1-difluoroethane",Intermediate,Joint Submission,Intermediate Use Only,DISS-9d8bdb8b-92e2-5efa-e044-00144f67d249,Dossier
200-893-9,75-71-8,dichlorodifluoromethane,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-db9bfc1d-bb92-2335-e044-00144f67d031,Dossier
200-898-6,75-75-2,methanesulphonic acid,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d873fdd-89cd-325b-e044-00144f67d249,Dossier
200-899-1,75-76-3,tetramethylsilane,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d8139b5-0307-5017-e044-00144f67d249,Dossier
200-900-5,75-77-4,chlorotrimethylsilane,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d98b087-49cc-2cd3-e044-00144f67d249,Dossier
200-901-0,75-78-5,dichloro(dimethyl)silane,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-a134210d-5f49-4176-e044-00144f67d031,Dossier
200-901-0,75-78-5,dichloro(dimethyl)silane,Intermediate,Individual Submission,Intermediate Use Only,DISS-d6b2270f-4ddb-2007-e044-00144f67d031,Dossier
200-902-6,75-79-6,trichloro(methyl)silane,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d9bfd81-12f8-46d1-e044-00144f67d249,Dossier
200-908-9,75-85-4,2-methylbutan-2-ol,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e1a0ab01-db86-2fde-e044-00144f67d031,Dossier
200-909-4,75-86-5,2-hydroxy-2-methylpropionitrile,Intermediate,Joint Submission,Intermediate Use Only,DISS-76fd6ede-ee37-4d2f-e044-00144f26965e,Dossier
200-913-6,75-89-8,"2,2,2-trifluoroethanol",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9d859a2e-2631-56a2-e044-00144f67d249,Dossier
200-913-6,75-89-8,"2,2,2-trifluoroethanol",Intermediate,Individual Submission,Intermediate Use Only,DISS-9d84e3e3-599f-461a-e044-00144f67d249,Dossier
200-913-6,75-89-8,"2,2,2-trifluoroethanol",Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f871-63fd-e044-00144f67d031,Dossier
200-915-7,75-91-2,tert-butyl hydroperoxide,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d8b7edb-4307-1be0-e044-00144f67d249,Dossier
200-917-8,75-94-5,trichloro(vinyl)silane,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d98b392-c569-2ed8-e044-00144f67d249,Dossier
200-922-5,75-98-9,pivalic acid,Intermediate,Joint Submission,Intermediate Use Only,DISS-a1338111-8285-672a-e044-00144f67d031,Dossier
200-926-7,76-02-8,trichloroacetyl chloride,Full,Joint Submission,1 - 10 tonnes per annum,DISS-c4c44dac-08a1-732a-e044-00144f67d031,Dossier
200-927-2,76-03-9,trichloroacetic acid,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9c7fa227-162e-6e4d-e044-00144f67d249,Dossier
200-929-3,76-05-1,trifluoroacetic acid,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d90ff68-f4cf-4e60-e044-00144f67d249,Dossier
200-935-6,76-12-0,"tetrachloro-1,2-difluoroethane",Intermediate,Joint Submission,Intermediate Use Only,DISS-d7f378d0-d983-4680-e044-00144f67d031,Dossier
200-939-8,76-16-4,perfluoroethane,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e360-47ae-e044-00144f67d031,Dossier
200-941-9,76-19-7,octafluoropropane,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-d6b2394a-021c-28bf-e044-00144f67d031,Dossier
200-945-0,76-22-2,bornan-2-one,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-db9b31a0-0d61-3b9d-e044-00144f67d031,Dossier
200-981-7,76-72-2,diethyl ethyl(1-methylbutyl)malonate,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d8a0e7f-16b3-6cd5-e044-00144f67d249,Dossier
200-983-8,76-74-4,pentobarbital,Intermediate,Joint Submission,Intermediate Use Only,DISS-b6b526c4-d012-0a6d-e044-00144f67d031,Dossier
200-984-3,76-75-5,5-ethyl-5-(1-methylbutyl)-2-thiobarbituric acid,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d83e01b-dcf9-727c-e044-00144f67d249,Dossier
201-004-7,77-09-8,phenolphthalein,Full,Joint Submission,10 - 100 tonnes per annum,DISS-9d931d96-b61e-4cd2-e044-00144f67d249,Dossier
201-030-9,77-48-5,"1,3-dibromo-5,5-dimethylhydantoin",Intermediate,Joint Submission,Intermediate Use Only,DISS-dcecde26-2391-4642-e044-00144f67d031,Dossier
201-039-8,77-58-7,dibutyltin dilaurate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9c808790-776e-2a62-e044-00144f67d249,Dossier
201-051-3,77-71-4,"5,5-dimethylhydantoin",Full,Joint Submission,10 - 100 tonnes per annum,DISS-a134044b-66ba-3218-e044-00144f67d031,Dossier
201-052-9,77-73-6,"3a,4,7,7a-tetrahydro-4,7-methanoindene",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d895415-5c21-5a50-e044-00144f67d249,Dossier
201-055-5,77-75-8,methylpentynol,Intermediate,Joint Submission,Intermediate Use Only,DISS-b2c9ba5b-4d3d-5267-e044-00144f67d031,Dossier
201-056-0,77-76-9,acetone-dimethyl acetal,Intermediate,Individual Submission,Intermediate Use Only,DISS-c4c422ff-7f4e-604e-e044-00144f67d031,Dossier
201-056-0,77-76-9,acetone-dimethyl acetal,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f6f5-63fd-e044-00144f67d031,Dossier
201-058-1,77-78-1,dimethyl sulphate,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d851b36-1cc7-6e6c-e044-00144f67d249,Dossier
201-058-1,77-78-1,dimethyl sulphate,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d85920b-05f6-515f-e044-00144f67d249,Dossier
201-058-1,77-78-1,dimethyl sulphate,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d91876e-476b-4b53-e044-00144f67d249,Dossier
201-058-1,77-78-1,dimethyl sulphate,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d919fd0-f585-5fa5-e044-00144f67d249,Dossier
201-058-1, ,dimethyl sulphate,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d91ac34-48fd-6b3c-e044-00144f67d249,Dossier
201-058-1, ,dimethyl sulphate,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d91b252-bd02-6f8b-e044-00144f67d249,Dossier
201-058-1,77-78-1,dimethyl sulphate,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1351b4f-3fab-463c-e044-00144f67d031,Dossier
201-061-8,77-83-8,"ethyl 2,3-epoxy-3-phenylbutyrate",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dced02cf-2f3a-56f2-e044-00144f67d031,Dossier
201-064-4,77-86-1,trometamol,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d7f60455-0965-1602-e044-00144f67d031,Dossier
201-067-0,"77-90-7,  ",tributyl O-acetylcitrate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d99c2a1-ce18-2d95-e044-00144f67d249,Dossier
201-069-1,77-92-9,citric acid,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d9b878d-05c8-56aa-e044-00144f67d249,Dossier
201-070-7,77-93-0,triethyl citrate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b1b5bc-510b-606b-e044-00144f67d031,Dossier
201-070-7,77-93-0,triethyl citrate,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f794-63fd-e044-00144f67d031,Dossier
201-071-2,77-94-1,tributyl citrate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b1b7d7-4fe0-60e3-e044-00144f67d031,Dossier
201-074-9,77-99-6,propylidynetrimethanol,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-97d9f45a-4ff2-1b86-e044-00144f67d031,Dossier
201-075-4,78-00-2,tetraethyllead,Full,Individual Submission,"1,000 - 10,000 tonnes per annum",DISS-9d9e1a29-6759-4602-e044-00144f67d249,Dossier
201-077-5,78-04-6,dibutyltin maleate,Full,Joint Submission,10 - 100 tonnes per annum,DISS-9d84d8c5-b2fe-3d0b-e044-00144f67d249,Dossier
201-081-7,78-08-0,triethoxy(vinyl)silane,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-dced0a62-c07c-5918-e044-00144f67d031,Dossier
201-083-8,78-10-4,tetraethyl orthosilicate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d93f338-4d1e-1b16-e044-00144f67d249,Dossier
201-084-3,78-11-5,pentaerithrityl tetranitrate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d93a413-4e67-4d6f-e044-00144f67d249,Dossier
201-089-0,78-16-0,"2-ethyl-2-[[(1-oxoheptyl)oxy]methyl]propane-1,3-diyl bisheptanoate",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dbbdffaa-d746-3f1c-e044-00144f67d031,Dossier
201-099-5,78-26-2,"2-methyl-2-propylpropane-1,3-diol",Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c97d70-7cbc-453e-e044-00144f67d031,Dossier
201-099-5,78-26-2,"2-methyl-2-propylpropane-1,3-diol",Intermediate,Individual Submission,Intermediate Use Only,DISS-d6b22c18-7d75-21a9-e044-00144f67d031,Dossier
201-100-9,78-27-3,1-ethynylcyclohexanol,Full,Joint Submission,Tonnage Data Confidential,DISS-db99de0c-2fd7-140b-e044-00144f67d031,Dossier
201-114-5,78-40-0,triethyl phosphate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d82cfac-9299-1f27-e044-00144f67d249,Dossier
201-116-6,78-42-2,tris(2-ethylhexyl) phosphate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d89e6da-4cfa-503e-e044-00144f67d249,Dossier
201-122-9,78-51-3,tris(2-butoxyethyl) phosphate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-97d88aa8-efe6-4838-e044-00144f67d031,Dossier
201-126-0,78-59-1,"3,5,5-trimethylcyclohex-2-enone",Full,Joint Submission,"1,000 + tonnes per annum",DISS-9c83cced-b811-3d0e-e044-00144f67d249,Dossier
201-126-0,78-59-1,"3,5,5-trimethylcyclohex-2-enone",Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f727-63fd-e044-00144f67d031,Dossier
201-128-1,78-63-7,"di-tert-butyl 1,1,4,4-tetramethyltetramethylene diperoxide",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-abdc867c-4383-1b9f-e044-00144f67d249,Dossier
201-132-3,78-67-1,"2,2'-dimethyl-2,2'-azodipropiononitrile",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-97d6c443-7a7e-63fa-e044-00144f67d031,Dossier
201-132-3, ,"2,2'-dimethyl-2,2'-azodipropiononitrile",Intermediate,Individual Submission,Intermediate Use Only,DISS-d976bd27-467a-1a1e-e044-00144f67d031,Dossier
201-132-3, ,"2,2'-dimethyl-2,2'-azodipropiononitrile",Intermediate,Individual Submission,Intermediate Use Only,DISS-d976be3d-1b87-1a78-e044-00144f67d031,Dossier
201-133-9,78-69-3,"3,7-dimethyloctan-3-ol",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d99608e-dcc1-4fae-e044-00144f67d249,Dossier
201-134-4,78-70-6,linalool,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d93c699-8de9-6b59-e044-00144f67d249,Dossier
201-137-0,78-73-9,choline hydrogen carbonate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e491-47ae-e044-00144f67d031,Dossier
201-137-0,78-73-9,choline hydrogen carbonate,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f7de-63fd-e044-00144f67d031,Dossier
201-141-2,78-77-3,1-bromo-2-methylpropane,Intermediate,Joint Submission,Intermediate Use Only,DISS-dcece780-ef65-4985-e044-00144f67d031,Dossier
201-142-8,78-78-4,2-methylbutane,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d8ac411-0b76-08ac-e044-00144f67d249,Dossier
201-142-8,78-78-4,2-methylbutane,Intermediate,Individual Submission,Intermediate Use Only,DISS-9d8a2416-a8b1-0882-e044-00144f67d249,Dossier
201-143-3,78-79-5,isoprene,Full,Individual Submission,"10,000 - 100,000 tonnes per annum",DISS-9d8a6c38-601e-3e34-e044-00144f67d249,Dossier
201-143-3,78-79-5,isoprene,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d8a9ea7-c0cf-633b-e044-00144f67d249,Dossier
201-148-0,78-83-1,2-methylpropan-1-ol,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d9acc14-6d71-2c22-e044-00144f67d249,Dossier
201-149-6,78-84-2,isobutyraldehyde,Full,Joint Submission,"10,000 + tonnes per annum",DISS-9d8b5e23-3dd1-028e-e044-00144f67d249,Dossier
201-151-7,78-86-4,2-chlorobutane,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e273-47ae-e044-00144f67d031,Dossier
201-152-2,78-87-5,"1,2-dichloropropane",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d8b8392-060b-2142-e044-00144f67d249,Dossier
201-152-2,78-87-5,"1,2-dichloropropane",Intermediate,Joint Submission,Intermediate Use Only,DISS-9d92d0e7-441e-0b4f-e044-00144f67d249,Dossier
201-153-8,78-88-6,"2,3-dichloropropene",Intermediate,Joint Submission,Intermediate Use Only,DISS-9d820d1a-05ae-01a1-e044-00144f67d249,Dossier
201-155-9,78-90-0,propylenediamine,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d90a2ec-d838-73b5-e044-00144f67d249,Dossier
201-158-5,78-92-2,butan-2-ol,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d9e5259-d98e-0239-e044-00144f67d249,Dossier
201-159-0,78-93-3,butanone,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9d91195a-65f3-618d-e044-00144f67d249,Dossier
201-159-0,78-93-3,butanone,Intermediate,Individual Submission,Intermediate Use Only,DISS-d38cfb33-f37e-53ec-e044-00144f67d249,Dossier
201-161-1,78-95-5,chloroacetone,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1333950-632e-43e9-e044-00144f67d031,Dossier
201-162-7,78-96-6,1-aminopropan-2-ol,Full,Joint Submission,"1,000 + tonnes per annum",DISS-9d990060-65dc-6fac-e044-00144f67d249,Dossier
201-163-2,78-97-7,lactonitrile,Intermediate,Joint Submission,Intermediate Use Only,DISS-a1354f0e-75d6-5f18-e044-00144f67d031,Dossier
201-164-8,78-98-8,pyruvaldehyde,Intermediate,Joint Submission,Intermediate Use Only,DISS-d019ae78-f479-5312-e044-00144f67d249,Dossier
201-166-9,79-00-5,"1,1,2-trichloroethane",Intermediate,Joint Submission,Intermediate Use Only,DISS-9d92b4bc-ccaa-69e3-e044-00144f67d249,Dossier
201-167-4,79-01-6,trichloroethylene,Full,Individual Submission,1 - 10 tonnes per annum,DISS-9c8133b7-2fc3-3484-e044-00144f67d249,Dossier
201-167-4,79-01-6,trichloroethylene,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c83a2d3-4a9f-1ff5-e044-00144f67d249,Dossier
201-170-0,79-03-8,propionyl chloride,Full,Joint Submission,1 + tonnes per annum,DISS-d0196fd7-5c01-255e-e044-00144f67d249,Dossier
